url,price,city,neighbourhood,bedrooms,bathrooms,surface_area,property_type,latitude,longitude,description,furnished,property_mortgaged,lister_type,facade,building_age
https://bahu.ly/en/offers-details/residential-for-sale/villa-ground-floor-al-hawari-36a4a004,,Benghazi,Hawary,3,3,250 sqm,Villa,32.0437183,20.1343032,"Al-Diwan Real Estate Development and Investment Company presents a special offer: a ground floor villa for sale – Benghazi / Al-Hawari / Nafu District
Location:
Benghazi – Al-Hawari
Nafu District, near the new bridge
Street width: 12 meters
Asphalt
River road
Property details:
Land area: 250 square meters
Villa built-up area: 170 square meters
Finished in 2025, ready to move in
The villa consists of:
3 bedrooms
3 bathrooms
Reception room
Living room
Kitchen
Front and back setbacks
External staircase
Legal procedures:
Property certificate
For inquiries or more information, please contact Al-Diwan Real Estate Development and Investment Company",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-ground-floor-sayyida-aisha-6518b345,,Benghazi,saida aisha,3,3,350 sqm,Villa,32.0547375,20.1194219,"Al Diwan Real Estate Development and Investment Company presents a special offer: a ground floor villa for sale in Benghazi / Sayyida Aisha Al-Zaytiya
Location:
Benghazi - Sayyida Aisha Al-Zaytiya
Behind Bouker Mosque
Paving Road
Close to all services, a vibrant and residential area
Property Details:
Land Area: 350 sq m
Villa Built-up Area: 250 sq m
The villa consists of:
3 Bedrooms
3 Bathrooms
Kitchen
Living Room
Reception Room
External Staircase
For inquiries or more information, please contact Al Diwan Real Estate Development and Investment Company",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/house-semi-finished-shabna-4e628c9f,,Benghazi,Shabna,3,3,400 sqm,House,32.1513625,20.1461094,"Ayla Real Estate Services presents a special offer for sale:
Property Type: Shell House (Under Construction)
Location: Shabna - Al Salam District - End of Baras Ali Street - Qatran Scheme
Infrastructure:
River Water
Drilled Well
Electricity Connected
Areas:
Land Area: 400 sq m
Built Area: 220 sq m
The property consists of:
3 Bedrooms
Living Room
Reception Room
Kitchen
3 Bathrooms
Staircase
Drying Room
Additional Features:
Fully Walled
Possibility of moving in with half payment
Delivery in one month
For inquiries or more information, please contact Ayla Real Estate Services via phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-semi-finished-al-qawarsha-06c9cc19,,Benghazi,Qawarsheh,4,5,500 sqm,Villa,32.032532,20.0625709,"Gulf Contracting and Real Estate Investment Office presents a special offer: Villa for sale
Location:
Al Qawarsha - After the Pipe Island - Korfa Qadir
Property Details:
Land Area: 500 m²
Built Area: 300 m²
Villa Features:
4 Bedrooms
Dressing Room
Reception Room
4 Bathrooms
Women's Reception Room
Kitchen
Features:
Private Staircase Entrance
Garage for 5 Cars
10,000 Liter Underground Water Tank
3,000 Liter Rooftop Water Tank
Rooftop Room with Bathroom and Reception Room
For inquiries or more information, please contact us by phone or WhatsApp - Gulf Contracting and Real Estate Investment Office.",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartment-semi-finished-venice-c68d9942,"650,000 LYD",Benghazi,Venecia,3,3,180 sqm,Apartment,32.0597375,20.0772031,"Gulf Contracting and Real Estate Investment Office presents a special offer: a shell apartment for sale in Venice.
Location:
Al-Wadoud Mosque Street
Building adjacent to the 7th District
Quiet area close to all services
Property Information:
Area: 180 sq m
Spacious and suitable for modern layout
Details:
3 bedrooms, each with a comfortable size
3 bathrooms, excellent layout serving the living room and bedrooms
Spacious living room suitable for entertaining and family gatherings
Separate reception room adding privacy and elegance
Additional Information:
Balcony with a beautiful view
River water available – basic utility ready
Price: 650,000 Libyan Dinars
For inquiries or more information, please contact us by phone or WhatsApp – Gulf Contracting and Real Estate Investment Office.",0,0,Agent,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/house-semi-finished-ain-zara-2834dc75,,Tripoli,Ain Zara,3,3,204 sqm,House,32.816667,13.266667,"Rawasi Real Estate Services presents a special offer for a semi-finished house for sale in Ain Zara.
Location: Ain Zara - Al-Kahili, Qarara Street
Land Area: 204 sq m
Built-up Area: 235 sq m
The property consists of:
Large reception hall
3 bedrooms
2 bathrooms
Kitchen
Living room
Additional annex
Features:
Semi-finished house
Spacious area offering comfort and privacy
Prime location in a quiet and safe neighborhood
Close to all essential services: shops, schools, and mosques
Additional Information:
Distinctive interior design
Suitable for family living
A great opportunity for investment or personal residence
For inquiries or more information, please contact us by phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/house-modern-finishing-ain-zara-e123723f,,Tripoli,Ain Zara,4,2,200 sqm,House,32.816667,13.266667,"Rawasi Real Estate Services presents a special offer for the sale of two adjacent houses in Ain Zara.
Location: Ain Zara - Al-Kahili
Land Area: 200 sq m
Built-up Area: 204 sq m
The properties consist of:
Reception Hall
4 Bedrooms
2 Bathrooms
Kitchen
Living Room
Excellent Interior Design
Features:
Modern finishing
Prime location in a quiet and safe area
Adjacent houses, providing an excellent opportunity for families
Close to essential services: shops, schools, and mosques
Additional Information:
Great opportunity for investment or family residence
Suitable for individuals or large families
For inquiries or more information, please contact us by phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/apartments-semi-finished-al-siraj-eff0edbb,"240,000 LYD",Tripoli,Al Serraj,2,1,140 sqm,Apartment,32.8219063,13.0760273,"Al-Khallan Real Estate Marketing Company presents a special offer on semi-finished apartments for sale in Al-Siraj.
Location: Al-Siraj, Al-Mawashi Road, near Royal Wedding Hall
Type: Semi-finished Apartments
Building Details:
The building consists of 3 floors, each floor containing two apartments.
Prime location close to all services.
Apartment Details:
Area: 140 square meters
Specifications:
2 bedrooms
Reception room
Living room
Kitchen
Balcony
Price:
240,000 dinars per apartment
Notes:
Company commission: 1% from the buyer
For inquiries or more information, please contact us by phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartments-semi-finished-al-siraj-2dbd7d1a,"280,000 LYD",Tripoli,Al Serraj,3,2,180 sqm,Apartment,32.8219063,13.0760273,"Al-Khallan Real Estate Marketing Company presents a special offer on semi-finished apartments for sale in Al-Siraj.
Location: Al-Siraj, Al-Mawashi Road, near Royal Wedding Hall
Type: Semi-finished Apartments
Building Details:
The building consists of 3 floors, each floor containing two apartments.
Prime location close to all services.
Apartment Details:
Area: 180 square meters
Specifications:
3 bedrooms
Men's reception room with bathroom
Living room
Kitchen
2 bathrooms
Balcony
Price:
280,000 dinars per apartment
Notes:
Company commission: 1% from the buyer
For inquiries or more information, please contact us by phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartment-newly-built-al-furnaj-42e396c5,"525,000 LYD",Tripoli,Al-Fornaj,3,2,220 sqm,Apartment,32.8564099,13.2344746,"Ben Ashour Real Estate presents a special offer for a modern apartment for sale in a strategic location.
Location: Near Nasser University - Al-Furnaj.
Property Details
Area: 220 square meters
Newly built apartment
Consists of:
Bedrooms
Bathroom
Kitchen
Reception
Living Room
Additional Information:
Price: 525,000 dinars
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/house-newly-built-misurata-abu-ruwaya-0eae1efc,"400,000 LYD",Misrata,Abu Rouiah,3,3,400 sqm,House,32.3983125,14.9564084,"Abu Lifa Real Estate presents a special offer for the purchase of a newly built house in a prime location at an excellent price.
Location:
Abu Ruwaya - next to Nour Al-Doha Mosque - end of Al-Mahjoub
The house opens onto two streets
Area:
Land area: 400 m²
Roof area: approximately 180 m²
House details:
3 bedrooms
3 bathrooms
Fully equipped kitchen
Outdoor patio
Additional information:
Newly built house
New furniture
New and special offer
Price:
400,000 Libyan dinars
Commission:
1% from buyer
2% from seller
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/luxury-residential-villa-3-floors-venice-999f3b55,"3,250,000 LYD",Benghazi,Venecia,6,6,460 sqm,Villa,32.0597375,20.0772031,"Al Saraya Company offers you a unique opportunity to own a luxurious villa with a spacious area and a modern design, with an electric elevator and two entrances.
Location: Venice - Behind Bala Lunch
Area:
Land area: 460 m²
First floor area: 300 m²
Second floor area: 250 m²
Third floor area: 150 m²
Villa details:
Ground floor:
Men's salon
Women's salon
Entrance and large hall
3 bathrooms
Living room
Entrance and dining room connected to the kitchen
Fully equipped kitchen
First floor:
Saloon at the entrance to the staircase
Living room
Bedroom with bathroom and dressing room
Two bedrooms with bathrooms
Second floor:
Living room
3 bedrooms
2 bathrooms
Kitchen
Veranda
Additional information:
Electric elevator
Main entrance + entrance to the staircase and elevator
Price: 3,250,000 dinars
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-under-construction-al-qawarsha-a7c54ebc,"145,000 LYD",Benghazi,Qawarsheh,2,2,500 sqm,Villa,32.032532,20.0625709,"Al-Saraya Company offers you a unique opportunity to own a villa with a suitable area and a modern design in a strategic location.
Location: A residential neighborhood near the Yousef Bin Hilal Plan, Al-Qawarsha Buildings Street
Villa Area: 160 m²
Land Area: 500 m²
Facade: 25 meters
Villa Details:
2 bedrooms with bathrooms and a dressing room
Small storage room
Living room
Hall
Saloon
Bathroom
Kitchen
Under Construction:
Columns and beams
Half of the fence
Drainage tank
Remaining roof and building works
Current selling price: 145,000 Libyan dinars
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/apartment-modern-finishing-venice-53ec11a8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-super-lux-finishing-qatar-district-a9fcb161,"850,000 LYD",Benghazi,Hay Qatar,3,3,300 sqm,Villa,32.1143578,20.1073947,"Al Fakhama Real Estate Company presents a special offer for a newly built villa with luxurious finishing and a prime location in Benghazi.
Location: Benghazi - Qatar District, behind Shell Al-Masmari, within the prefabricated buildings plan
Land area: 300 square meters
Roof area: 220 square meters
The villa consists of:
Two bedrooms
Master bedroom
Living room
Ladies' salon with bathroom
Men's salon with bathroom
Kitchen
Separate side staircase
Documents:
Real estate certificate - State plan
Price:
850,000 dinars
For inquiries or more information, please contact Al Fakhama Real Estate Company",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-floors-al-fuwaihat-al-gharbiya-d306f160,"5,000,000 LYD",Benghazi,Al-Fuwaihat,7 +,4,500 sqm,Villa,32.0769311,20.1640846,"Al-Fakhama Real Estate Marketing and Investment Company presents a special offer for a super-luxury villa located in a prime location in Benghazi.
Offer No. 511
Location:
Al-Fuwaihat Al-Gharbiya
Area:
Land area: 500 square meters
Roof area: 280 square meters
The villa consists of two floors:
First floor:
3 bedrooms
Living room
Kitchen
2 bathrooms
Second floor:
Two apartments, each consisting of:
3 bedrooms
Living room
Kitchen
Bathroom
Additional information:
Finishing: Super-luxury
Sale price: 5,000,000 dinars
For inquiries or more information, please contact Al-Fakhama Real Estate Marketing and Investment Company",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-luxurious-venice-abdul-samad-street-5d2ca261,"5,000,000 LYD",Benghazi,Venecia,4,5,1000 sqm,Villa,32.0597375,20.0772031,"Ayham Real Estate announces a special offer for a luxurious villa with luxurious finishes and a prime location.
Location: Venice District - Abdul Samad Street.
Area:
Land area: 1,000 square meters
Roof area: 750 square meters
Consists of:
Ground floor consisting of:
Full bedroom suite
Four bedrooms, including a master bedroom
Reception hall
Fully equipped kitchen
Side entrance opening onto the garden
Garden includes:
Two-story building with an outdoor kitchen, a maid's room, and a large storage room
First floor consisting of:
Large courtyard
Bathroom
Living room
Room equipped with fully equipped gym equipment
Large veranda overlooking the gardens
Features:
Integrated irrigation system
Fruit trees
Private generator
For inquiries or more information, please contact Ayham Real Estate",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-floors-benghazi-bu-atni-41c48041,"1,600,000 LYD",Benghazi,Boatni,7 +,5,2500 sqm,Villa,32.1065625,20.1476406,"Al-Qawarsha Real Estate Office presents a unique opportunity
Code No.: 2162
Location: Benghazi – Bu Atni, Al-Alban Street, near a mosque and a public school under construction
Land Area: 2,500 square meters (1/4 hectare) on two streets
Villa Covered Area: 320 square meters
 two floors + external annex
Asphalt road access to the villa
Villa Specifications:
Ground Floor:
Bedroom suite
3 bedrooms, including a master bedroom
Bathroom shared between the two bedrooms
Living room
Ladies' salon
Kitchen
Reception room with bathroom
External Annex:
Outdoor kitchen
Living room
First Floor: Consists of two apartments:
Apartment 1:
2 bedrooms + kitchen + living room + bathroom
Apartment 2:
3 bedrooms + 2 bathrooms + kitchen + living room
Additional Features:
Finished and tiled
Sweet water well
Registration: Ready
Asking Price: 1,600,000 Dinar
For inquiries or more information, please contact Al-Qawarsha Real Estate Office",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-story-with-annex-al-saraj-fb478f8e,"2,200,000 LYD",Tripoli,Al Serraj,6,6,225 sqm,Villa,32.8219063,13.0760273,"Al-Saraj Real Estate presents a special offer for the purchase of a luxurious two-story villa with an annex within the master plan, with modern 2025 finishing.
Location: Al-Saraj - Livestock Road, near Balqis Bathhouse
Finishing: Modern 2025
Area:
Land area: 225 m²
Total covered area: 480 m²
The villa consists of:
First floor:
Men's reception with bathroom
Women's reception
Master bathroom
Large hall
Main kitchen
Service kitchen
Living room
Swimming pool
Sunroom
Second floor:
Master bedroom with bathroom and dressing room
2 bedrooms
Hall
Service kitchen
Master bathroom
2 balconies
Annex:
2 bedrooms
Hall
Service kitchen
Bathroom
Amenities and features:
State sewer
12-meter-wide asphalt street
Private water well
Security camera system
Close to all essential services
Price: 2,200,000 Libyan dinars
For inquiries or more information, please contact Al Safwa Real Estate Company.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/house-luxury-for-sale-tamina-9cb26e4f,"450,000 LYD",Misrata,TIMENAH,3,2,1224 sqm,House,32.2549702,15.1029074,"Misrata Real Estate Office presents a special offer for a modern and luxurious home in a strategic location, suitable for upscale living or investment.
Location: Tamina - Misrata, near the coastal road, opposite Shell Al-Zaidani, on the secondary asphalt road.
Location on two roads (corner)
Property Details:
Land Area: 1,224 square meters
Fully finished house with a modern and elegant design
Consists of:
Bedrooms
Spacious and comfortable living room
Fully equipped modern kitchen
Elegant bathroom with excellent finishing
Additional Information:
Price: 450,000 Libyan Dinars
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Agent,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/apartment-ground-floor-shebna-7b5dba7e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-floors-al-mushtal-road-ba91287b,,Tripoli,Al-Mashtal Road,4,5,220 sqm,Villa,32.8501433,13.3041055,"Al-Sabeel Real Estate Office presents a special offer: A two-story villa in an excellent location, close to services and the main road, for sale.
Location: Al-Mushtal Road – near Al-Firdous Island
Close to the main road, school, and services
Land area: 220 sq m
Built area: 320 sq m
The Villa consists of:
Ground floor:
Reception room
Bathroom
Living room
Kitchen
Reception room and bathroom
Internal staircase
Second floor:
Master bedroom with bathroom
Two bedrooms
Bathroom
Central living room
Balcony
L-shaped garden
Amenities and features:
Water well and water tank
Land is freehold
Quiet and prime residential location
For inquiries or more information, please contact us by phone or WhatsApp.",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartment-super-lux-al-majouri-08dd2519,"220,000 LYD",Benghazi,Al-Majoure,3,2,N/A,Apartment,32.0963995,20.0955891,"Al Fakhama Real Estate Marketing and Investment Company presents a special offer for a super lux ground floor apartment in a prime location close to all services, with high-end finishing and ready for immediate occupancy.
Offer No. 629
Location:
Al Majouri - on the vibrant Street 10
Apartment consists of:
Bedrooms
Bathrooms
Kitchen
Living Room
Specifications:
Ground floor apartment
Super Lux finishing
All legal procedures are complete
Official property certificate
Features:
Excellent location close to all services
High-end finishing and ready for immediate occupancy
Sale price: 220,000 Libyan Dinars
For inquiries or more information, please contact Al Fakhama Real Estate Marketing and Investment Company.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartment-superb-finishing-venice-fefe80e1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/house-3-apartments-al-masaken-68080b40,"310,000 LYD",Benghazi,Boatni,6,3,N/A,House,32.1065625,20.1476406,"Al-Qawarsha Real Estate Office presents a special offer for a house consisting of 3 apartments ready for occupancy or investment, in an excellent location for sale.
Code: 2175
Location: Benghazi - Al-Masaken area.
Apartment Details:
Apartment 1:
Two bedrooms
Bathroom
Living room
Kitchen
City
Apartment 2 (Studio):
Bedroom
Bathroom
Living room
Bar kitchen
Skylight
Apartment 3:
Large skylight overlooking the street
Large reception room
External bathroom
3 bedrooms
Internal bathroom
Living room
Kitchen
Additional Information:
Modern finishing throughout.
Apartments 1 and 2 are suitable for investment and can be easily rente out.
Price: 310,000 Libyan Dinars
For inquiries or more information, please contact Al-Qawarsha Real Estate Office.",0,0,Agent,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/apartment-for-sale-sidi-hussein-f5bd3b02,"260,000 LYD",Benghazi,Sidi Hussein,3,2,170 sqm,Apartment,32.1096745,20.0684456,"Al-Qawarsha Real Estate Office presents a special offer for a spacious, ready-to-move-in apartment in a prime location within the Al-Kaab Al-Aali buildings.
Code: 2178
Location: Benghazi – Sidi Hussein
The building is next to Al-Hayat Laboratory, and the apartment is 
on the third floor.
Area: 170 square meters
Apartment Details:
3 bedrooms
Living room
Bathroom
Living room
Salon
Large kitchen with skylight
Additional bathroom
Large balcony
Small storage room
Additional Information:
Sale without garage
Prime location close to services
Suitable for family living
Payment: Half cash, half check
Price: 260,000 Libyan Dinars
For inquiries or more information, please contact Al-Qawarsha Real Estate Office.",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-85-finished-bu-atni-1dc3515b,"330,000 LYD",Benghazi,Boatni,5,5,1000 sqm,Villa,32.1065625,20.1476406,"Al-Qawarsha Real Estate Office presents a special offer for a villa with 85% completion in a prime location on Airport Road, near the Hyundai dealership.
Code: 2180
Location: Benghazi – Bu Atni
Airport Road – near the Hyundai dealership.
Villa Details:
Land Area: 1000 sq m
Built Area: 270 sq m
The villa consists of a finished section and a shell section.
Finished Section:
Living Room
Small Bedroom
Ladies' Sitting Room
Reception Room
Two Bathrooms (one lacking sanitary ware)
Finished Kitchen
Shell Section:
3 Bedrooms
2 Bathrooms
Exterior Finishing: Plastered
Marble Flooring
Electricity Connected
Additional Information:
Drilled Water Well
Fence Completed with Sliding Gate
Foundation: Foundation, Columns, and Pillars
Ownership Documents in Order
Price: 330,000 Libyan Dinars
Same price for cash or check payment
For inquiries or more information, please contact Al-Qawarsha Real Estate Office.",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartment-modern-renovation-qaryounis-d3242efe,"200,000 LYD",Benghazi,Garyounis,2,1,N/A,Apartment,32.0222153,20.0330554,"Al-Qawarsha Real Estate Office presents a special offer for a ready-to-move-in apartment in a prime location in Qaryounis.
Code: 2184
Location: Benghazi - Qaryounis, 7000 Buildings - Al-Aqwas Buildings, Clinic Street
Ground Floor
Apartment Details:
2 Bedrooms
Spacious Living Room
Kitchen
Bathroom
Veranda
Additional Information:
Modern renovation
Prime location close to schools, clinic, mosque, and shops
Sold furnished
Price: 200,000 Libyan Dinars
For inquiries or more information, please contact Al-Qawarsha Real Estate Office.",1,0,Agent,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-semi-finished-river-road-d1f34891,"750,000 LYD",Benghazi,River Road,4,4,500 sqm,Villa,32.0986926,20.1397278,"Al-Qawarsha Real Estate Office presents a special offer for a semi-finished villa in a prime location in the River Road area, Zamzam neighborhood.
Code: 2193
Location: Benghazi – River Road, Zamzam neighborhood.
Villa Dimensions:
Land Area: 500 sq m
Built Area: 280 sq m
Finishing Completed: Interior and exterior plastering, marble windows, electrical and plumbing work completed
Villa Details:
3 bedrooms, one of which is a master bedroom
Living room
Outdoor reception area with bathroom
Supplied with well water
Additional Information:
Properties: Property certificate
Suitable for residential or investment purposes
Price: 750,000 Libyan Dinars – Negotiable
For inquiries or more information, please contact Al-Qawarsha Real Estate Office.",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/house-for-sale-qasr-bin-ghashir-da29f38c,"110,000 LYD",Tripoli,Salah Aldeen,2,2,200 sqm,House,32.865843,13.1980338,"SH Real Estate Services presents a distinguished offer for a fully furnished house, combining comfort, a strong foundation, and a tranquil location, suitable for immediate occupancy or investment.
Location:
Qasr Bin Ghashir - Bir Al-Alam
Quiet area close to essential services
Easy access and transportation
House and Land Area:
Land Area: 200 m²
Built-up Area: 110 m²
The house consists of:
Separate men's reception room + bathroom
Practical kitchen connected to a dining room
Two comfortable bedrooms + additional bathroom
Garden surrounding the entire house
Beautiful cistern + black well
Foundation and Structure:
Solid foundation with wide footings
Possibility of additional construction or expansion
Electricity and water are connected
Additional Information:
Sovereign title
Legal documents ready for processing
Total Price: 110,000 Libyan Dinars
For inquiries or more information: Please contact us by phone or WhatsApp",1,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-ground-floor-two-apartments-river-road-4e47f623,"1,200,000 LYD",Benghazi,River Road,7,5,500 sqm,Villa,32.0986926,20.1397278,"Shadow Real Estate presents a distinguished property consisting of a ground floor villa and a second floor with two apartments, in a prime location near Al-Shuruq Hospital, featuring a comfortable design and excellent finishing.
Location: River Road – Zamzam District, near Al-Shorouk Hospital
Land Area: 500 sq m
Built Area: 260 sq m
Property Consists of:
First Floor (Ground Floor Villa):
3 Bedrooms
3 Bathrooms
Reception Hall
Living Room
Separate Courtyard
Indoor Kitchen
Fully Equipped Outdoor Kitchen
Second Floor (Two Apartments):
Each Apartment Consists of:
2 Bedrooms
Bathroom
Reception Hall
Kitchen
Features:
Ownership Procedures + Property Certificate
Price: 1,200,000 Libyan Dinars
For inquiries or more information, please contact us by phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/house-modern-finishing-ain-zara-860a1948,"490,000 LYD",Tripoli,Ain Zara,3,2,205 sqm,House,32.816667,13.266667,"Arzaq Real Estate Marketing presents a unique opportunity to purchase two ground-floor houses with luxurious finishes.
Offer No. (010)
Location: Ain Zara - 4 Alawi Streets
Land Area: 205 sq m
Built Area: 180 sq m
The location is very prime, within a new residential subdivision planned for 2025, with wide paved streets and close to all services such as shops, schools, and a mosque.
Each house consists of:
Men's reception room with bathroom
Kitchen
Living room
2 bedrooms
Main bathroom
Master bedroom with ensuite bathroom
3 skylights
External staircase to the roof
Additional Information:
Modern, high-quality finishing
Strong foundations and 3D architectural plans
14-gauge Misrata reinforcing steel
Al-Ittihad cement
First-grade ceramic tiles from Darsaf Company
Construction phases are fully documented
Land Ownership: Alawi family
Price: 490,000 Libyan Dinars (negotiable)
For inquiries or more information, please contact us by phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-semi-finished-qaryounis-50b0038c,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/home-modern-gardens-5a8a12bc,"785,000 LYD",Benghazi,Gardens,3,2,7000 sqm,House,32.0839375,20.1054531,"Al Naseem presents a special offer for an elegant home featuring a spacious layout and practical design in a quiet location for sale.
Location:
Gardens - Al Nawab Square
Property Details:
Area: 7000 sq m
Floor: Ground Floor
Consists of:
3 Bedrooms
Large Living Room
2 Bathrooms
Large Kitchen with Cabinets
Reception Room
Dining Room
Additional Information:
Includes some basic furnishings
Price: 785,000 Libyan Dinars
For inquiries or more information, please contact us by phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-floors-al-gheran-area-misrata-eda5237a,,Misrata,9th of July,3,6,1396 sqm,Villa,32.351624,15.0959302,"Abu Leifa Real Estate presents a luxurious villa with an elegant design and distinctive Gulf-style architecture, located in a quiet and desirable residential neighborhood, with access from two streets.
Location: Al-Gheran area, Misrata, near Al-Walidiyah Road and the Girls' Secondary School
General Specifications:
Total Land Area: 1396 sq m
Total Built Area: 700 sq m
Number of Floors: Two
Swimming pool under construction
Elegant and new furniture
Prime location with easy access
The villa consists of:
Ground Floor:
2 large women's guest lounges + bathroom
Central courtyard lounge
Fully equipped kitchen
Living room
Reception room + bathroom
First Floor (Suite System):
Master suite with ensuite bedroom + dressing room + bathroom + balcony
3 bedrooms, each with its own bathroom and balcony
Living room and kitchenette
Additional Features:
Laser-cut flooring
Flat gypsum decorations
Italian electrical wiring
Security cameras
Private water well + municipal water line
60,000-liter water tank
Large generator
100% valid official documents
Commission:
From the buyer: 1%
From the seller: 2%
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-floors-and-an-annex-al-siraj-bfd5d295,"1,200,000 LYD",Tripoli,Al Serraj,4,5,185 sqm,Villa,32.8219063,13.0760273,"Salam Al-Mustaqbal Company presents a special offer: Villa for sale – Al-Siraj / Misrata
Ad No.: A132
Location: Al-Siraj – near Al-Zad Al-Nafi’, a prime location close to services and public facilities
Land Area: 185 sq m
Villa Built-up Area: 380 sq m
Property Type: Gulf-style villa consisting of two floors and an annex
The villa consists of:
Ground Floor:
Men's reception room with bathroom
Women's reception room with bathroom
Kitchen
Living room
Second Floor:
Master bedroom with bathroom and balcony (Suite 1)
Two bedrooms with a bathroom
Service kitchen with living room
Annex:
Bedroom with bathroom
Service kitchen
Large terrace
Villa Features:
First-class porcelain flooring inside and out
High-quality Italian electrical wiring
First-class wooden doors
Modern bathroom finishes
Complete structural plans and foundations
Garage with pull-out gate
Indoor swimming pool
Paved road at the villa entrance Night lighting
Quiet and well-planned location
Close to services, schools, mosques, and shops
Includes a well and cistern
Legal status: Fully secured with all ownership documents ready
Price: 1,200,000 Libyan Dinars – Negotiable
For inquiries or more information, please contact us by phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/house-for-sale-al-khums-4595e017,,Al-Khoms,Souq Al-Khamis,3,3,230 sqm,House,32.5684273,14.3617343,"Jim Group presents a special offer: House for sale – Al Khums / Al Toura
Location: Al Toura – Al Khums, a prestigious and quiet neighborhood, close to the mosque and directly on the main road, elevated with a stunning view
Area:
Land area: Approximately 230 m²
Built-up area: Approximately 160 m²
Property type: Residential house
The House consists of:
3 bedrooms
Spacious living room + reception room
3 bathrooms
High-end kitchen
Front and back gardens
Additional roof garden with a distinctive view
Property features:
Very modern finishing – Super Lux
Water and electricity connected
Ready for immediate occupancy
For inquiries or more information, please contact us by phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/apartment-modern-finishing-al-siraj-81200e6d,"470,000 LYD",Tripoli,Al Serraj,3,3,180 sqm,Apartment,32.8219063,13.0760273,"Al-Safwa Real Estate Company in Al-Siraj presents a modernly finished apartment for sale.
Location: Al-Siraj - Al-Mawashi Road, near Royal Hall
Floor: Second
Area: 180 square meters
The apartment consists of:
Men's reception room with bathroom
Living room
Equipped kitchen
Master bedroom with bathroom
2 additional bedrooms
Main bathroom
Skylight
Balcony
Features:
Gated community
Close to the main street and services
12-meter wide street
Price: 470,000 dinars
For inquiries and more details, please contact Al-Safwa Real Estate Company in Al-Siraj",0,0,Owner,N/A,0
