price,location,city,neighborhood,bedrooms,bathrooms,furnished?,surface_area,land_area,number_of_floors,building_age,facade,property_mortgaged?,lister_type,payment_method,category,subcategory,floor,reference_id,main_amenities,nearby,additional_amenities,property_status,country,real_estate_type,zoned_for
180000.0,"https://www.google.com/maps/search/?api=1&query=32.768407,13.188057&zoom=15",Tripoli,Souq Al-Juma'a,3 Bedrooms,4 Bathrooms,Furnished,400 meter square,412 meter square,3 Floors,1 - 5 years,Northern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,Garden,,,,
2500000.0,"https://www.google.com/maps/search/?api=1&query=32.753815,13.230982&zoom=15",Tripoli,Ras Hassan,More Than 6 Bedrooms,2 Bathrooms,Unfurnished,266 meter square,133 meter square,2 Floors,20+ years,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,989,,,,,,,
1500000.0,"https://www.google.com/maps/search/?api=1&query=32.872303,13.282622&zoom=15",Misrata,AlSakt,2 Bedrooms,One Bathroom,Semi Furnished,100 meter square,1300 meter square,,1 - 5 years,,No,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,Mosque,,,,,
950000.0,,Tripoli,Al-Ghasi,4 Bedrooms,2 Bathrooms,Unfurnished,260 meter square,200 meter square,2 Floors,20+ years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
10000.0,"https://www.google.com/maps/search/?api=1&query=32.269638,15.024628&zoom=15",Benghazi,Qar Yunis,3 Bedrooms,2 Bathrooms,Unfurnished,128 meter square,,,0 - 11 months,Northern,No,Agent,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
900000.0,"https://www.google.com/maps/search/?api=1&query=32.842465,13.189636&zoom=15",Benghazi,Qar Yunis,2 Bedrooms,2 Bathrooms,Unfurnished,110 meter square,,,6 - 9 years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Second Floor,,,,,,,,
750000.0,,Benghazi,Qanfooda,5 Bedrooms,5 Bathrooms,Unfurnished,450 meter square,620 meter square,3 Floors,Under Construction,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,Staircase,,,,
170000.0,"https://www.google.com/maps/search/?api=1&query=32.010376,20.030224&zoom=15",Benghazi,Qawarsheh,4 Bedrooms,2 Bathrooms,Unfurnished,200 meter square,500 meter square,1 Floor,Under Construction,Western,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
1333000.0,,Tripoli,Old Soar Road,2 Bedrooms,One Bathroom,Furnished,120 meter square,120 meter square,1 Floor,20+ years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
850000.0,"https://www.google.com/maps/search/?api=1&query=32.007786,20.045788&zoom=15",Benghazi,Al-Talhia,1 Bedroom,One Bathroom,Unfurnished,70 meter square,2050 meter square,,6 - 9 years,Eastern,No,Agent,Cash,Property For Sale,Farms & Chalets for Sale,,,,Mosque,Garden,,,,
400000.0,"https://www.google.com/maps/search/?api=1&query=32.85788,13.218192&zoom=15",Benghazi,Dollar,More Than 6 Bedrooms,5 Bathrooms,Unfurnished,350 meter square,1600 meter square,2 Floors,20+ years,Eastern,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
250000.0,"https://www.google.com/maps/search/?api=1&query=31.984654,20.161348&zoom=15",Tripoli,Al-Ghasi,More Than 6 Bedrooms,2 Bathrooms,Unfurnished,260 meter square,200 meter square,2 Floors,20+ years,Northern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Maid Room,,Staircase,,,,
900000.0,"https://www.google.com/maps/search/?api=1&query=32.836957,13.196227&zoom=15",Misrata,Tamina,3 Bedrooms,2 Bathrooms,Unfurnished,144 meter square,500 meter square,1 Floor,0 - 11 months,,No,Landlord,Cash,Property For Sale,Homes for Sale,,0911204399,,,,,,,
700000.0,,Tripoli,Airport Road,4 Bedrooms,2 Bathrooms,Unfurnished,185 meter square,,,1 - 5 years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
230000.0,"https://www.google.com/maps/search/?api=1&query=32.257149,15.080113&zoom=15",Tripoli,Abu Sittah,4 Bedrooms,2 Bathrooms,Unfurnished,270 meter square,600 meter square,2 Floors,10 - 19 years,Northwest,No,Agent,Cash,Property For Sale,Villas for Sale,,,Maid Room,,,,,,
475000.0,"https://www.google.com/maps/search/?api=1&query=32.849418,13.151977&zoom=15",Tripoli,Al-Sareem,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,500 meter square,724 meter square,3 Floors,20+ years,Southwest,No,Agent,Cash,Property For Sale,Villas for Sale,,,Balcony,,,,,,
8000000.0,,Benghazi,Qar Yunis,2 Bedrooms,One Bathroom,Unfurnished,100 meter square,,,1 - 5 years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Fourth Floor,,Balcony,Restaurant,Garage Parking,,,,
6500000.0,"https://www.google.com/maps/search/?api=1&query=32.859845,13.172558&zoom=15",Benghazi,Qawarsheh,4 Bedrooms,4 Bathrooms,Unfurnished,200 meter square,800 meter square,2 Floors,6 - 9 years,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,Balcony,,,,,,
200000.0,"https://www.google.com/maps/search/?api=1&query=32.049438,20.029791&zoom=15",Benghazi,Qawarsheh,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,420 meter square,425 meter square,2 Floors,Under Construction,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
3000000.0,"https://www.google.com/maps/search/?api=1&query=32.03265,20.062571&zoom=15",Tripoli,Al-Shok Rd,4 Bedrooms,3 Bathrooms,Furnished,200 meter square,,,0 - 11 months,Northern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Ground Floor,,,,,,,,
999999.0,"https://www.google.com/maps/search/?api=1&query=31.995335,20.077093&zoom=15",Benghazi,Qar Yunis,3 Bedrooms,2 Bathrooms,Unfurnished,1000 meter square,,,6 - 9 years,Northern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
800000.0,"https://www.google.com/maps/search/?api=1&query=32.829559,13.229134&zoom=15",Tripoli,Wadi Al-Rabi,Studio,2 Bathrooms,Unfurnished,80 meter square,300 meter square,1 Floor,Under Construction,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,Garden,,,,
65000000.0,"https://www.google.com/maps/search/?api=1&query=32.048549,20.044329&zoom=15",Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,190 meter square,225 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
65000.0,"https://www.google.com/maps/search/?api=1&query=32.657828,13.391714&zoom=15",Tripoli,Souq Al-Juma'a,3 Bedrooms,2 Bathrooms,Unfurnished,563 meter square,1000 meter square,2 Floors,20+ years,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,100,Balcony,,,,,,
475000.0,,Tripoli,Hay Al-Islami,3 Bedrooms,2 Bathrooms,Unfurnished,125 meter square,,,20+ years,Southeast,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
11000.0,"https://www.google.com/maps/search/?api=1&query=32.895564,13.300174&zoom=15",Tripoli,Edraibi,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,130 meter square,130 meter square,3 Floors,20+ years,,No,Agent,Cash,Property For Sale,Homes for Sale,,0926613543,,,,,,,
210000.0,"https://www.google.com/maps/search/?api=1&query=32.861201,13.115629&zoom=15",Tripoli,Souq Al-Juma'a,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,800 meter square,400 meter square,4 Floors,Under Construction,Southern,No,Agent,Cash,Property For Sale,Villas for Sale,,,,School,,,,,
40000.0,"https://www.google.com/maps/search/?api=1&query=32.781059,13.098609&zoom=15",Tripoli,Jama'a Saqa'a,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,600 meter square,261 meter square,3 Floors,10 - 19 years,Southern,No,Agent,Cash,Property For Sale,Homes for Sale,,,Maid Room,Bank / ATM,Garage Parking,,,,
11031.0,"https://www.google.com/maps/search/?api=1&query=32.874874,13.254805&zoom=15",Tripoli,Al-Hashan,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,520 meter square,170 meter square,3 Floors,0 - 11 months,Western,No,Agent,Cash,Property For Sale,Villas for Sale,,,Maid Room,,,,,,
2800000.0,"https://www.google.com/maps/search/?api=1&query=32.873508,13.22352&zoom=15",Tripoli,Alfornaj,More Than 6 Bedrooms,More Than 6 Bathrooms,Semi Furnished,437 meter square,203 meter square,2 Floors,1 - 5 years,Western,No,Agent,Cash,Property For Sale,Villas for Sale,,,Balcony,Supermarket,,,,,
1700000.0,"https://www.google.com/maps/search/?api=1&query=32.857002,13.234154&zoom=15",Tripoli,Tajura,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,730 meter square,350 meter square,2 Floors,1 - 5 years,Southern,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
1700000.0,"https://www.google.com/maps/search/?api=1&query=32.850731,13.239476&zoom=15",Tripoli,Zanatah,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,450 meter square,200 meter square,3 Floors,1 - 5 years,Northern,No,Agent,Cash,Property For Sale,Villas for Sale,,,Balcony,Supermarket,Garage Parking,,,,
1300000.0,"https://www.google.com/maps/search/?api=1&query=32.894203,13.23655&zoom=15",Tripoli,Ain Zara,3 Bedrooms,2 Bathrooms,Unfurnished,125 meter square,,,Under Construction,Southern,No,Landlord,Cash,Property For Sale,Apartments for Sale,First Floor,,,,,,,,
1000000.0,"https://www.google.com/maps/search/?api=1&query=32.80821,13.318551&zoom=15",Tripoli,Ain Zara,2 Bedrooms,2 Bathrooms,Unfurnished,215 meter square,465 meter square,1 Floor,6 - 9 years,Northeast,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
475000.0,,Tripoli,Tajura,3 Bedrooms,2 Bathrooms,Unfurnished,200 meter square,477 meter square,1 Floor,6 - 9 years,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
650000.0,"https://www.google.com/maps/search/?api=1&query=32.816666,13.266667&zoom=15",Tripoli,Bab Bin Ghashier,3 Bedrooms,2 Bathrooms,Unfurnished,130 meter square,,,20+ years,Northwest,No,Landlord,Cash,Property For Sale,Apartments for Sale,First Floor,,Built in Wardrobes,,,,,,
320000.0,"https://www.google.com/maps/search/?api=1&query=32.506527,13.458783&zoom=15",Tripoli,Ain Zara,3 Bedrooms,4 Bathrooms,Unfurnished,210 meter square,213 meter square,2 Floors,Under Construction,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
440000.0,"https://www.google.com/maps/search/?api=1&query=32.866802,13.190656&zoom=15",Tripoli,Ain Zara,5 Bedrooms,More Than 6 Bathrooms,Unfurnished,420 meter square,240 meter square,2 Floors,0 - 11 months,,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
450000.0,"https://www.google.com/maps/search/?api=1&query=32.777533,13.260237&zoom=15",Tripoli,Tajura,2 Bedrooms,2 Bathrooms,Furnished,116 meter square,505 meter square,,1 - 5 years,Southern,No,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,Gym,Emergency Backup Electricity System,,,,
850000.0,"https://www.google.com/maps/search/?api=1&query=32.778795,13.294121&zoom=15",Tripoli,Wadi Al-Rabi,4 Bedrooms,2 Bathrooms,Unfurnished,558 meter square,140 meter square,1 Floor,0 - 11 months,Northwest,No,Landlord,Cash,Property For Sale,Homes for Sale,,30325,,,,,,,
380000.0,"https://www.google.com/maps/search/?api=1&query=32.810392,13.394286&zoom=15",Tripoli,Abu Saleem,More Than 6 Bedrooms,4 Bathrooms,Furnished,250 meter square,220 meter square,2 Floors,20+ years,Northern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
350000.0,"https://www.google.com/maps/search/?api=1&query=32.712211,13.327859&zoom=15",Tripoli,Bab Al-Azizia,4 Bedrooms,4 Bathrooms,Unfurnished,300000 meter square,,,10 - 19 years,Western,No,Landlord,Cash,Property For Sale,Apartments for Sale,Ground Floor,,,Supermarket,,,,,
900000.0,"https://www.google.com/maps/search/?api=1&query=32.826784,13.165358&zoom=15",Tripoli,Zawiyat Al Dahmani,,,,12345 meter square,600 meter square,5+ floors,10 - 19 years,Southwest,No,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
50000000.0,"https://www.google.com/maps/search/?api=1&query=32.871212,13.172593&zoom=15",Tripoli,Bab Bin Ghashier,5 Bedrooms,2 Bathrooms,Unfurnished,108 meter square,108 meter square,2 Floors,20+ years,Southern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
5500000.0,,Tripoli,Al-Hadaba'tool Rd,4 Bedrooms,5 Bathrooms,Semi Furnished,420 meter square,140 meter square,3 Floors,20+ years,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,0928837120,,,,,,,
300000.0,"https://www.google.com/maps/search/?api=1&query=32.871056,13.193501&zoom=15",Tripoli,Old Soar Road,5 Bedrooms,3 Bathrooms,Unfurnished,150 meter square,160 meter square,3 Floors,20+ years,Northwest,No,Agent,Cash,Property For Sale,Homes for Sale,,١,Oven,,Garage Parking,,,,
950000.0,"https://www.google.com/maps/search/?api=1&query=32.86515,13.198338&zoom=15",Tripoli,Al-Jabs,More Than 6 Bedrooms,More Than 6 Bathrooms,Furnished,350 meter square,370 meter square,3 Floors,0 - 11 months,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,Mosque,Garage Parking,,,,
1450000.0,"https://www.google.com/maps/search/?api=1&query=32.842548,13.164473&zoom=15",Tripoli,Ain Zara,5 Bedrooms,4 Bathrooms,Furnished,600 meter square,600 meter square,2 Floors,1 - 5 years,Northeast,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
6000000.0,,Tripoli,Wadi Al-Rabi,1 Bedroom,One Bathroom,Unfurnished,70 meter square,280 meter square,,Under Construction,Northern,No,Agent,Cash,Property For Sale,Farms & Chalets for Sale,,,,,,,,,
1500000.0,"https://www.google.com/maps/search/?api=1&query=32.807159,13.28313&zoom=15",Tripoli,Al-Nofliyen,,,,300 meter square,500 meter square,5+ floors,1 - 5 years,Western,No,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
155000.0,"https://www.google.com/maps/search/?api=1&query=32.700184,13.341168&zoom=15",Tripoli,Hai Alandalus,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,333 foot square,557 meter square,1 Floor,20+ years,Southern,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,Garage Parking,,,,
8000.0,"https://www.google.com/maps/search/?api=1&query=32.887199,13.217298&zoom=15",Tripoli,Al-Zawiyah St,3 Bedrooms,One Bathroom,Unfurnished,85 meter square,85 meter square,1 Floor,20+ years,Northeast,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
3300000.0,"https://www.google.com/maps/search/?api=1&query=32.868762,13.125466&zoom=15",Tripoli,Hai Alandalus,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,550 meter square,500 meter square,2 Floors,10 - 19 years,Northern,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
350000.0,,Tripoli,Old Soar Road,3 Bedrooms,One Bathroom,Unfurnished,108 meter square,108 meter square,1 Floor,20+ years,Northeast,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
5500000.0,"https://www.google.com/maps/search/?api=1&query=32.873271,13.132675&zoom=15",Tripoli,Old Soar Road,3 Bedrooms,One Bathroom,Unfurnished,73 meter square,73 meter square,2 Floors,20+ years,Western,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
420000.0,,Tripoli,Old Soar Road,5 Bedrooms,2 Bathrooms,Unfurnished,80 meter square,70 meter square,3 Floors,20+ years,Eastern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
325000.0,,Tripoli,Arada,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,580 meter square,235 meter square,3 Floors,Under Construction,Southeast,No,Agent,Cash,Property For Sale,Villas for Sale,,124,Laundry Room,Mosque,,,,,
400000.0,,Tripoli,Souq Al-Juma'a,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,600 meter square,260 meter square,,1 - 5 years,Eastern,No,Agent,Cash,Property For Sale,Villas for Sale,,110,,,Staircase,,,,
14052422.0,"https://www.google.com/maps/search/?api=1&query=32.871803,13.244706&zoom=15",Tripoli,Al-Sidra,5 Bedrooms,2 Bathrooms,Unfurnished,190 meter square,466 meter square,1 Floor,0 - 11 months,Eastern,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
14052422.0,"https://www.google.com/maps/search/?api=1&query=32.890839,13.21808&zoom=15",Tripoli,Saidi St,2 Bedrooms,One Bathroom,Unfurnished,90 meter square,,,20+ years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Fourth Floor,,,,,,,,
750000.0,"https://www.google.com/maps/search/?api=1&query=32.90086,13.228421&zoom=15",Tripoli,Ain Zara,4 Bedrooms,One Bathroom,Semi Furnished,167 meter square,310 meter square,1 Floor,1 - 5 years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Built in Wardrobes,,,,,,
120000.0,"https://www.google.com/maps/search/?api=1&query=32.877174,13.1896&zoom=15",Benghazi,Venice,4 Bedrooms,2 Bathrooms,Furnished,200 meter square,,,1 - 5 years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Ground Floor,,,,Garage Parking,,,,
325000.0,"https://www.google.com/maps/search/?api=1&query=32.735442,13.190226&zoom=15",Tripoli,Ghut Shaal,4 Bedrooms,3 Bathrooms,Semi Furnished,133 meter square,136 meter square,2 Floors,10 - 19 years,Northeast,No,Landlord,Cash,Property For Sale,Homes for Sale,,1266,Refrigerator,,,,,,
440000.0,"https://www.google.com/maps/search/?api=1&query=32.079136,20.122528&zoom=15",Benghazi,Venice,3 Bedrooms,2 Bathrooms,Unfurnished,160 meter square,,,1 - 5 years,,No,Agent,Cash,Property For Sale,Apartments for Sale,First Floor,,,,,,,,
500000.0,"https://www.google.com/maps/search/?api=1&query=32.827658,13.095712&zoom=15",Benghazi,Al-Hai Al-Jamei,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,600 meter square,500 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
530000.0,,Benghazi,Al-Talhia,3 Bedrooms,3 Bathrooms,Unfurnished,300 meter square,500 meter square,1 Floor,1 - 5 years,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
3000000.0,,Tripoli,Tareeq Al-Mashtal,More Than 6 Bedrooms,4 Bathrooms,Furnished,300 meter square,400 meter square,3 Floors,1 - 5 years,,No,Agent,Cash,Property For Sale,Villas for Sale,,7,,,,,,,
850000.0,,Benghazi,Hai Al-Andalus,5 Bedrooms,3 Bathrooms,Unfurnished,260 meter square,570 meter square,2 Floors,1 - 5 years,,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
1600000.0,,Tripoli,Bin Ashour,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,300 meter square,470 meter square,2 Floors,10 - 19 years,,No,Agent,Cash,Property For Sale,Villas for Sale,,76,,,,,,,
750000.0,"https://www.google.com/maps/search/?api=1&query=32.067272,20.149693&zoom=15",Benghazi,Shabna,More Than 6 Bedrooms,More Than 6 Bathrooms,Furnished,350 meter square,450 meter square,3 Floors,1 - 5 years,,No,Agent,Cash,Property For Sale,Villas for Sale,,0924010014,,Supermarket,,,,,
3900000.0,,Benghazi,Al Hada'iq,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,800 meter square,445 meter square,3 Floors,20+ years,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
1900000.0,"https://www.google.com/maps/search/?api=1&query=31.852465,20.032934&zoom=15",Benghazi,Al-Wakalat Street,,,,600 meter square,260 meter square,3 Floors,6 - 9 years,Southern,No,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
2000000.0,,Tripoli,Tajura,1 Bedroom,One Bathroom,Unfurnished,60 meter square,2850 meter square,,1 - 5 years,,No,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,,Garden,,,,
1800000.0,"https://www.google.com/maps/search/?api=1&query=32.06206,20.069938&zoom=15",Tripoli,Ain Zara,4 Bedrooms,2 Bathrooms,Unfurnished,72 meter square,72 meter square,1 Floor,1 - 5 years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,Mosque,,,,,
420000.0,"https://www.google.com/maps/search/?api=1&query=33.075487,13.387703&zoom=15",Tripoli,Ain Zara,2 Bedrooms,3 Bathrooms,Unfurnished,145 meter square,200 meter square,,1 - 5 years,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Air Conditioning,,,,,,
13000.0,"https://www.google.com/maps/search/?api=1&query=32.820383,13.031624&zoom=15",Misrata,Other,1 Bedroom,One Bathroom,Unfurnished,70 meter square,2700 meter square,,1 - 5 years,Northeast,No,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,Mosque,,,,,
400000.0,"https://www.google.com/maps/search/?api=1&query=32.816666,13.266667&zoom=15",Tripoli,Al-Sidra,4 Bedrooms,2 Bathrooms,Semi Furnished,195 meter square,,,1 - 5 years,Southwest,No,Agent,Cash,Property For Sale,Apartments for Sale,Ground Floor,,,,,,,,
180000.0,"https://www.google.com/maps/search/?api=1&query=32.271866,14.869221&zoom=15",Benghazi,Keesh,3 Bedrooms,2 Bathrooms,Furnished,180 meter square,,,20+ years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Fourth Floor,,,,,,,,
330000.0,"https://www.google.com/maps/search/?api=1&query=32.797142,13.228493&zoom=15",Tripoli,Tajura,2 Bedrooms,One Bathroom,Unfurnished,80 meter square,250 meter square,1 Floor,Under Construction,Northern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
999999.0,"https://www.google.com/maps/search/?api=1&query=32.09346,20.075006&zoom=15",Tripoli,Al-Zawiyah St,4 Bedrooms,2 Bathrooms,Unfurnished,280 meter square,,,10 - 19 years,Western,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
170000.0,"https://www.google.com/maps/search/?api=1&query=32.791372,13.504899&zoom=15",Tripoli,Al-Serraj,3 Bedrooms,5 Bathrooms,Unfurnished,530 meter square,200 meter square,3 Floors,1 - 5 years,Southern,Yes,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
7000000.0,"https://www.google.com/maps/search/?api=1&query=32.873962,13.188817&zoom=15",Tripoli,Arada,5 Bedrooms,4 Bathrooms,Semi Furnished,500 meter square,420 meter square,2 Floors,10 - 19 years,Northeast,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
900000.0,"https://www.google.com/maps/search/?api=1&query=32.779649,13.05406&zoom=15",Tripoli,Souq Al-Juma'a,,,,680 meter square,410 meter square,4 Floors,10 - 19 years,Northeast,No,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
1350000.0,"https://www.google.com/maps/search/?api=1&query=32.873889,13.272977&zoom=15",Tripoli,Hai Alandalus,More Than 6 Bedrooms,3 Bathrooms,Unfurnished,250 meter square,400 meter square,2 Floors,20+ years,Northern,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
2900000.0,"https://www.google.com/maps/search/?api=1&query=32.855213,13.2454&zoom=15",Tripoli,Zanatah,More Than 6 Bedrooms,4 Bathrooms,Semi Furnished,520 meter square,216 meter square,3 Floors,0 - 11 months,Northeast,No,Agent,Cash,Property For Sale,Villas for Sale,,105,,,,,,,
3200000.0,"https://www.google.com/maps/search/?api=1&query=32.8069,13.018648&zoom=15",Benghazi,Dakkadosta,,,,2400 meter square,600 meter square,5+ floors,1 - 5 years,Northern,No,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
3750000.0,"https://www.google.com/maps/search/?api=1&query=32.862129,13.233815&zoom=15",Tripoli,Ain Zara,3 Bedrooms,2 Bathrooms,Furnished,200 meter square,1000 meter square,1 Floor,1 - 5 years,Northeast,No,Agent,Cash,Property For Sale,Homes for Sale,,0944271094,Air Conditioning,,,,,,
4500000.0,"https://www.google.com/maps/search/?api=1&query=32.067936,20.110634&zoom=15",Tripoli,Ain Zara,4 Bedrooms,2 Bathrooms,Unfurnished,140 meter square,200 meter square,1 Floor,1 - 5 years,Western,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
1200000.0,,Tripoli,Wadi Al-Rabi,2 Bedrooms,2 Bathrooms,Unfurnished,220 meter square,565 meter square,1 Floor,1 - 5 years,Eastern,No,Agent,Cash,Property For Sale,Homes for Sale,,0918065738,,,Facilities for the Disabled,,,,
480000.0,"https://www.google.com/maps/search/?api=1&query=32.787075,13.298906&zoom=15",Tripoli,Arada,More Than 6 Bedrooms,5 Bathrooms,Furnished,230 meter square,440 meter square,3 Floors,6 - 9 years,Northern,No,Landlord,Cash,Property For Sale,Villas for Sale,,0911678069,,,,,,,
165000.0,"https://www.google.com/maps/search/?api=1&query=32.677928,13.315115&zoom=15",Tripoli,Abu Sittah,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,650 meter square,370 meter square,3 Floors,6 - 9 years,Northeast,No,Agent,Cash,Property For Sale,Villas for Sale,,567,,,,,,,
4500000.0,,Tripoli,Tajura,4 Bedrooms,5 Bathrooms,Furnished,150 meter square,830 meter square,2 Floors,6 - 9 years,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
1700000.0,,Benghazi,Qawarsheh,3 Bedrooms,4 Bathrooms,Unfurnished,410 meter square,300 meter square,2 Floors,Under Construction,Western,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
1450000.0,,Tripoli,Wadi Al-Rabi,2 Bedrooms,One Bathroom,Unfurnished,84 meter square,250 meter square,1 Floor,Under Construction,,No,Landlord,Cash,Property For Sale,Homes for Sale,,0924131398,,,,,,,
2500000.0,"https://www.google.com/maps/search/?api=1&query=32.023624,20.063517&zoom=15",Tripoli,Wadi Al-Rabi,2 Bedrooms,One Bathroom,Unfurnished,84 meter square,250 meter square,1 Floor,Under Construction,,No,Landlord,Cash,Property For Sale,Homes for Sale,,0924131398,,,,,,,
100000.0,,Benghazi,Boatni,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,220 meter square,500 meter square,,6 - 9 years,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
100000.0,"https://www.google.com/maps/search/?api=1&query=32.704741,13.305673&zoom=15",Tripoli,Al-Shok Rd,3 Bedrooms,2 Bathrooms,Unfurnished,180 meter square,,,1 - 5 years,Eastern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
400000.0,"https://www.google.com/maps/search/?api=1&query=32.091873,20.181021&zoom=15",Tripoli,Al-Serraj,5 Bedrooms,More Than 6 Bathrooms,Unfurnished,540 meter square,220 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
350000.0,"https://www.google.com/maps/search/?api=1&query=32.850169,13.238049&zoom=15",Tripoli,Tajura,5 Bedrooms,2 Bathrooms,Semi Furnished,100 meter square,200 meter square,,0 - 11 months,Southwest,No,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,Hospital,,,,,
1750000.0,,Tripoli,Abu Sittah,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,550 meter square,485 meter square,2 Floors,10 - 19 years,Eastern,No,Agent,Cash,Property For Sale,Villas for Sale,,424,,,,,,,
